,Unnamed: 0,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
16560,16560,1654749891,12.981,53.77,1147,400,12889,19445,938.761,1.6,1.66,11.01,1.716,0.039,16560,1
53387,53387,1654714432,27.78,46.11,109,400,12808,20624,937.345,1.83,1.9,12.6,1.965,0.044,2245,0
57374,57374,1655124796,21.437,45.63,57,406,12826,20712,937.534,2.27,2.36,15.64,2.438,0.055,488,0
1777,1777,1654735108,24.311,49.98,24,400,13134,20029,939.619,0.78,0.81,5.38,0.839,0.019,1777,0
18805,18805,1654752136,20.661,47.56,1195,406,12915,19425,938.694,1.76,1.83,12.09,1.885,0.043,18805,1
5577,5577,1654738908,-9.259,55.45,40,400,13249,20219,939.743,2.62,2.73,18.06,2.816,0.064,5577,1
17331,17331,1654750662,15.465,53.4,1143,400,12903,19440,938.751,1.79,1.86,12.3,1.918,0.043,17331,1
11351,11351,1654744682,10.236,52.29,1032,621,12810,19474,939.109,2.17,2.26,14.94,2.33,0.053,11351,1
58780,58780,1655126202,-4.438,42.24,127,400,12784,20590,937.378,1.95,2.03,13.44,2.095,0.047,1894,0
16953,16953,1654750284,14.099,48.85,1191,418,12881,19427,938.768,1.59,1.66,10.97,1.71,0.039,16953,1
57719,57719,1655125141,3.854,40.39,111,442,12766,20639,937.565,2.31,2.4,15.91,2.481,0.056,833,0
51438,51438,1654712483,27.59,42.23,49,431,12825,20725,937.608,2.18,2.27,15.03,2.344,0.053,296,0
19995,19995,1654753326,16.679,48.31,1184,400,12933,19426,938.727,1.74,1.81,11.98,1.869,0.042,19995,1
15127,15127,1654748458,12.823,49.38,1019,414,12883,19479,938.817,1.85,1.92,12.73,1.985,0.045,15127,1
56276,56276,1654717321,56.91,18.26,60000,17365,11012,15747,936.776,7745.31,16075.88,33135.25,17914.934,7981.223,5134,0
218,218,1654733549,22.815,56.1,13,400,12600,19677,939.788,0.09,0.19,0.39,0.207,0.091,218,0
60451,60451,1655127873,12.127,42.83,0,400,13270,21215,937.473,1.93,2.0,13.25,2.066,0.047,3565,0
55054,55054,1654716099,24.44,48.93,250,400,13010,20907,937.008,1.64,1.7,11.29,1.761,0.04,3912,0
19284,19284,1654752615,20.521,47.56,1174,400,12927,19433,938.695,1.45,1.51,9.99,1.557,0.035,19284,1
60688,60688,1655128110,12.948,44.51,0,400,13475,21307,937.4,1.81,1.88,12.44,1.94,0.044,3802,0
15959,15959,1654749290,12.053,53.64,1147,409,12881,19447,938.797,1.72,1.79,11.83,1.844,0.042,15959,1
13598,13598,1654746929,19.488,51.12,1153,535,12834,19438,938.888,1.77,1.84,12.17,1.898,0.043,13598,1
13423,13423,1654746754,20.085,52.14,1187,525,12837,19440,938.895,1.79,1.86,12.32,1.921,0.043,13423,1
6763,6763,1654740094,-6.108,54.99,223,400,13136,20034,939.623,0.76,0.79,5.26,0.82,0.019,6763,1
1407,1407,1654734738,26.369,55.77,23,400,13092,19981,939.664,0.89,0.93,6.14,0.957,0.022,1407,0
60346,60346,1655127768,13.016,39.97,0,400,13104,20977,937.449,1.85,1.92,12.75,1.988,0.045,3460,0
5055,5055,1654738386,-8.535,49.27,46,400,13244,20176,939.642,1.89,1.96,13.01,2.029,0.046,5055,1
28093,28093,1654764442,19.27,48.15,178,400,13144,19996,939.665,0.74,0.77,5.11,0.797,0.018,3099,0
969,969,1654734300,27.099,57.23,16,400,13016,19922,939.748,0.13,0.14,0.93,0.144,0.003,969,0
54762,54762,1654715807,25.05,44.75,0,400,13276,21171,937.442,1.89,1.97,13.03,2.032,0.046,3620,0
51543,51543,1654712588,29.46,40.11,75,400,12833,20709,937.536,1.99,2.07,13.7,2.137,0.048,401,0
21837,21837,1654755168,-10.609,54.0,1352,400,12960,19389,938.723,1.49,1.55,10.25,1.599,0.036,21837,1
1638,1638,1654734969,25.22,55.02,33,400,13123,20001,939.615,0.61,0.63,4.19,0.653,0.015,1638,0
11384,11384,1654744715,10.601,51.93,1105,638,12798,19463,939.129,2.34,2.43,16.09,2.509,0.057,11384,1
56997,56997,1655124419,25.23,38.62,5,406,12868,20786,937.586,2.06,2.14,14.21,2.215,0.05,111,0
11008,11008,1654744339,6.397,49.01,1013,651,12805,19479,939.078,2.24,2.32,15.4,2.401,0.054,11008,1
18914,18914,1654752245,20.764,48.31,1207,400,12919,19431,938.695,1.84,1.92,12.69,1.979,0.045,18914,1
15733,15733,1654749064,12.001,48.13,1180,422,12879,19434,938.788,1.85,1.93,12.76,1.989,0.045,15733,1
14991,14991,1654748322,13.222,53.21,1063,434,12864,19461,938.823,1.74,1.8,11.95,1.864,0.042,14991,1
7748,7748,1654741079,-4.08,56.08,292,400,13117,19970,939.415,0.39,0.41,2.72,0.424,0.01,7748,1
22151,22151,1654755482,-15.014,48.97,1302,403,12969,19397,938.731,2.03,2.11,13.96,2.177,0.049,22151,1
25956,25956,1654762305,13.17,56.59,20,400,13013,19922,939.753,0.13,0.14,0.92,0.144,0.003,962,0
18599,18599,1654751930,20.288,53.83,1226,400,12912,19423,938.71,1.81,1.88,12.43,1.938,0.044,18599,1
56418,56418,1654717463,57.49,12.18,60000,1264,12357,17971,936.71,274.74,326.46,1787.86,343.917,46.472,5276,0
27928,27928,1654764277,18.5,51.68,154,400,13150,20025,939.627,0.91,0.95,6.29,0.981,0.022,2934,0
56818,56818,1654717863,48.38,14.69,696,400,13713,20491,936.671,0.63,0.65,4.31,0.673,0.015,5676,0
21387,21387,1654754718,-3.413,47.51,1323,407,12960,19397,938.696,1.76,1.83,12.11,1.889,0.043,21387,1
4928,4928,1654738259,-8.015,51.22,29,400,13246,20180,939.687,2.23,2.31,15.32,2.388,0.054,4928,1
59570,59570,1655126992,13.758,42.32,159,421,12775,20558,937.329,1.71,1.77,11.74,1.83,0.041,2684,0
22178,22178,1654755509,-15.358,51.95,1352,408,12960,19380,938.705,1.9,1.98,13.08,2.04,0.046,22178,1
6936,6936,1654740267,-5.528,53.5,239,400,13129,20026,939.61,0.72,0.75,4.98,0.776,0.018,6936,1
23169,23169,1654756500,-21.994,49.44,1387,410,12972,19395,938.695,1.8,1.87,12.41,1.935,0.044,23169,1
1617,1617,1654734948,25.344,48.78,0,400,13131,20041,939.6,0.54,0.56,3.73,0.582,0.013,1617,0
20659,20659,1654753990,8.404,46.85,1028,400,13006,19475,938.714,2.45,2.55,16.88,2.632,0.059,20659,1
2285,2285,1654735616,19.851,53.11,14,400,13192,20138,939.585,1.13,1.17,7.77,1.211,0.027,2285,0
57390,57390,1655124812,20.769,45.42,65,400,12840,20701,937.531,1.93,2.0,13.26,2.068,0.047,504,0
23517,23517,1654756848,-20.557,54.17,1379,406,12977,19382,938.696,1.79,1.86,12.31,1.919,0.043,23517,1
2874,2874,1654736205,13.148,51.64,136,400,13169,20051,939.653,0.79,0.82,5.41,0.844,0.019,2874,0
22185,22185,1654755516,-15.446,53.25,1356,401,12965,19392,938.717,1.82,1.89,12.52,1.952,0.044,22185,1
62378,62378,1655129800,-15.937,11.94,2534,400,13567,20031,936.707,0.57,0.59,3.93,0.612,0.014,5492,0
20413,20413,1654753744,11.907,48.34,1266,400,12946,19409,938.761,1.94,2.02,13.35,2.082,0.047,20413,1
58807,58807,1655126229,-4.586,46.18,127,410,12782,20604,937.372,1.84,1.91,12.67,1.976,0.045,1921,0
16408,16408,1654749739,12.649,47.23,1134,400,12887,19444,938.759,2.13,2.21,14.67,2.288,0.052,16408,1
52760,52760,1654713805,26.61,44.94,107,415,12776,20607,937.43,1.73,1.8,11.92,1.859,0.042,1618,0
54706,54706,1654715751,27.14,43.93,0,400,13255,21211,937.485,1.93,2.0,13.25,2.067,0.047,3564,0
2357,2357,1654735688,19.101,53.93,34,400,13191,20125,939.573,1.3,1.35,8.97,1.399,0.032,2357,0
56044,56044,1654717089,47.43,27.48,60000,5046,11655,17097,936.862,1257.94,1306.95,8657.86,1350.091,30.493,4902,0
1575,1575,1654734906,25.58,54.42,27,400,13112,19993,939.656,0.67,0.69,4.58,0.714,0.016,1575,0
52229,52229,1654713274,26.3,46.47,103,406,12775,20630,937.507,2.38,2.48,16.4,2.558,0.058,1087,0
17372,17372,1654750703,15.627,47.98,1258,435,12882,19414,938.75,1.91,1.98,13.13,2.048,0.046,17372,1
17130,17130,1654750461,14.708,47.23,1113,400,12899,19445,938.804,1.59,1.65,10.92,1.704,0.038,17130,1
19877,19877,1654753208,17.683,48.11,1170,400,12926,19428,938.714,1.55,1.61,10.68,1.665,0.038,19877,1
19355,19355,1654752686,20.354,50.45,1237,422,12919,19419,938.686,1.74,1.81,11.98,1.869,0.042,19355,1
61933,61933,1655129355,-12.474,25.26,60000,16312,11066,16016,936.841,3406.31,4898.49,20028.58,5281.727,1402.184,5047,0
799,799,1654734130,26.794,57.53,11,400,12957,19896,939.784,0.14,0.15,0.97,0.152,0.003,799,0
7753,7753,1654741084,-4.08,56.55,301,400,13116,19969,939.438,0.4,0.42,2.75,0.43,0.01,7753,1
58988,58988,1655126410,-5.235,46.49,126,408,12777,20591,937.351,1.75,1.81,12.01,1.873,0.042,2102,0
15491,15491,1654748822,12.151,48.38,1143,417,12877,19446,938.826,1.81,1.88,12.49,1.947,0.044,15491,1
52867,52867,1654713912,28.86,41.27,101,400,12789,20620,937.433,1.75,1.82,12.03,1.876,0.042,1725,0
11637,11637,1654744968,13.313,53.52,1071,611,12803,19450,939.05,1.85,1.92,12.74,1.986,0.045,11637,1
17121,17121,1654750452,14.676,47.58,1115,400,12898,19448,938.787,1.84,1.92,12.69,1.979,0.045,17121,1
51095,51095,1654904112,31.38,18.94,0,723,13165,20950,930.896,1.02,1.06,7.04,1.097,0.025,1107,1
62162,62162,1655129584,-21.774,12.18,60000,1264,12357,17971,936.71,274.74,326.46,1787.86,343.917,46.472,5276,0
7408,7408,1654740739,-4.34,54.8,273,400,13119,19993,939.515,0.52,0.54,3.56,0.555,0.013,7408,1
3824,3824,1654737155,1.51,50.89,159,400,13209,20051,939.659,2.1,2.18,14.43,2.25,0.051,3824,1
18958,18958,1654752289,20.785,53.8,1207,400,12920,19429,938.7,1.62,1.69,11.16,1.741,0.039,18958,1
3911,3911,1654737242,0.522,48.91,161,400,13218,20060,939.637,2.33,2.42,16.06,2.504,0.057,3911,1
60419,60419,1655127841,12.304,38.27,0,400,13251,21114,937.487,1.82,1.89,12.54,1.955,0.044,3533,0
60426,60426,1655127848,12.259,43.12,0,400,13215,21127,937.496,1.58,1.64,10.9,1.699,0.038,3540,0
5488,5488,1654738819,-9.275,48.56,18,400,13270,20225,939.717,2.53,2.63,17.42,2.716,0.061,5488,1
25852,25852,1654762201,12.63,57.51,10,400,12979,19905,939.755,0.33,0.34,2.25,0.351,0.008,858,0
11125,11125,1654744456,7.706,49.49,992,637,12803,19478,939.088,2.42,2.51,16.64,2.596,0.059,11125,1
60440,60440,1655127862,12.179,44.52,0,400,13243,21211,937.492,1.96,2.03,13.48,2.102,0.047,3554,0
59875,59875,1655127297,20.839,42.24,172,407,12778,20546,937.375,1.78,1.85,12.26,1.911,0.043,2989,0
22012,22012,1654755343,-13.15,53.76,1390,408,12955,19380,938.731,2.0,2.08,13.76,2.145,0.048,22012,1
26847,26847,1654763196,19.18,47.51,63,400,13120,19995,939.595,0.6,0.63,4.15,0.647,0.015,1853,0
14392,14392,1654747723,15.779,53.05,1094,457,12865,19454,938.9,1.73,1.79,11.89,1.853,0.042,14392,1
60569,60569,1655127991,12.104,44.59,0,400,13406,21235,937.454,1.92,1.99,13.18,2.056,0.046,3683,0
11246,11246,1654744577,9.065,48.35,1002,623,12807,19475,939.093,2.44,2.54,16.8,2.619,0.059,11246,1
58447,58447,1655125869,-6.003,45.89,89,403,12782,20632,937.424,1.77,1.84,12.16,1.896,0.043,1561,0
59176,59176,1655126598,-3.091,47.66,138,400,12790,20580,937.346,1.66,1.73,11.43,1.783,0.04,2290,0
20926,20926,1654754257,4.222,53.04,1341,424,12945,19392,938.694,2.17,2.26,14.96,2.334,0.053,20926,1
55998,55998,1654717043,43.92,31.41,60000,1221,12385,18271,936.855,88.55,92.0,609.45,95.037,2.147,4856,0
3618,3618,1654736949,3.94,52.16,339,400,13105,19871,939.666,1.48,1.54,10.22,1.594,0.036,3618,1
60671,60671,1655128093,12.781,43.69,0,400,13414,21219,937.4,2.14,2.23,14.76,2.301,0.052,3785,0
11650,11650,1654744981,13.447,48.74,1032,600,12813,19468,939.062,2.05,2.13,14.11,2.2,0.05,11650,1
16521,16521,1654749852,12.89,47.62,1122,400,12891,19445,938.775,1.69,1.76,11.63,1.814,0.041,16521,1
1186,1186,1654734517,26.994,56.5,22,400,13056,19940,939.788,0.37,0.38,2.52,0.392,0.009,1186,0
19849,19849,1654753180,17.898,53.52,1203,406,12924,19431,938.716,1.55,1.61,10.66,1.663,0.038,19849,1
23327,23327,1654756658,-21.639,53.55,1371,416,12967,19383,938.695,1.7,1.77,11.73,1.828,0.041,23327,1
60449,60449,1655127871,12.136,44.81,0,400,13240,21201,937.489,1.92,2.0,13.23,2.063,0.047,3563,0
16693,16693,1654750024,13.32,48.25,1067,400,12898,19464,938.777,2.08,2.16,14.33,2.235,0.05,16693,1
26571,26571,1654762920,15.7,54.73,25,400,13115,20004,939.652,0.65,0.67,4.46,0.696,0.016,1577,0
1340,1340,1654734671,26.61,55.0,0,400,13095,19992,939.718,0.55,0.58,3.82,0.596,0.013,1340,0
20941,20941,1654754272,3.979,53.9,1321,400,12955,19394,938.7,2.05,2.12,14.08,2.195,0.05,20941,1
52504,52504,1654713549,28.91,41.14,69,400,12791,20664,937.473,2.04,2.12,14.01,2.185,0.049,1362,0
20630,20630,1654753961,8.838,52.28,925,400,13027,19504,938.71,3.11,3.23,21.38,3.334,0.075,20630,1
1473,1473,1654734804,26.09,56.23,4,400,13121,20015,939.705,0.57,0.59,3.9,0.608,0.014,1473,0
58969,58969,1655126391,-5.241,41.61,114,400,12791,20609,937.33,1.98,2.05,13.6,2.121,0.048,2083,0
61952,61952,1655129374,-13.63,20.21,60000,10215,11360,16250,936.861,5893.92,8679.36,34144.0,9382.359,2623.754,5066,0
2206,2206,1654735537,20.645,47.37,3,400,13195,20117,939.596,0.81,0.84,5.55,0.866,0.02,2206,0
62340,62340,1655129762,-18.351,12.59,4617,400,13413,19721,936.668,0.74,0.77,5.1,0.795,0.018,5454,0
20085,20085,1654753416,15.804,53.26,1193,400,12933,19433,938.724,1.36,1.41,9.33,1.455,0.033,20085,1
15203,15203,1654748534,12.636,47.28,1103,429,12871,19454,938.803,2.16,2.25,14.89,2.321,0.052,15203,1
27918,27918,1654764267,18.75,50.25,152,400,13158,20032,939.629,0.96,1.0,6.62,1.032,0.023,2924,0
22771,22771,1654756102,-20.958,47.6,1402,426,12958,19378,938.717,1.79,1.85,12.29,1.916,0.043,22771,1
11651,11651,1654744982,13.457,48.51,1053,607,12816,19472,939.042,2.06,2.14,14.16,2.208,0.05,11651,1
26572,26572,1654762921,15.72,54.87,21,400,13119,20006,939.641,0.66,0.69,4.55,0.71,0.016,1578,0
22355,22355,1654755686,-17.443,50.64,1398,418,12960,19388,938.728,1.99,2.06,13.67,2.131,0.048,22355,1
53822,53822,1654714867,28.67,42.56,174,424,12774,20550,937.349,1.74,1.81,11.97,1.867,0.042,2680,0
59085,59085,1655126507,-4.682,41.96,104,400,12793,20614,937.338,1.66,1.73,11.44,1.783,0.04,2199,0
4690,4690,1654738021,-6.655,49.62,48,400,13250,20165,939.649,2.23,2.31,15.32,2.389,0.054,4690,1
57711,57711,1655125133,4.275,40.57,86,408,12784,20668,937.554,2.0,2.08,13.78,2.149,0.049,825,0
58600,58600,1655126022,-4.264,42.16,95,400,12790,20623,937.43,1.85,1.92,12.72,1.984,0.045,1714,0
20996,20996,1654754327,3.082,53.75,1343,409,12943,19386,938.716,2.13,2.21,14.66,2.286,0.052,20996,1
58994,58994,1655126416,-5.227,47.37,122,411,12785,20603,937.352,1.61,1.67,11.05,1.723,0.039,2108,0
321,321,1654733652,23.88,54.3,16,400,12665,19708,939.782,0.06,0.09,0.37,0.097,0.025,321,0
62335,62335,1655129757,-18.619,12.47,4418,400,13436,19723,936.727,0.67,0.7,4.61,0.718,0.016,5449,0
21660,21660,1654754991,-7.865,54.06,1348,420,12955,19383,938.713,2.47,2.57,17.01,2.653,0.06,21660,1
13743,13743,1654747074,18.903,51.66,1046,480,12861,19465,938.889,1.84,1.91,12.64,1.972,0.045,13743,1
22335,22335,1654755666,-17.223,48.36,1339,400,12972,19392,938.71,2.1,2.19,14.48,2.258,0.051,22335,1
25531,25531,1654761880,14.34,50.15,11,400,12812,19809,939.821,0.15,0.15,1.01,0.157,0.004,537,0
1933,1933,1654735264,23.117,53.33,82,400,13113,19971,939.602,0.62,0.65,4.29,0.669,0.015,1933,0
25062,25062,1654761411,13.38,51.16,13,407,12533,19627,939.767,0.11,0.39,0.03,0.448,0.273,68,0
21531,21531,1654754862,-5.785,53.62,1350,406,12957,19398,938.722,1.61,1.67,11.08,1.727,0.039,21531,1
27157,27157,1654763506,17.4,52.99,0,400,13191,20120,939.618,0.8,0.83,5.52,0.86,0.019,2163,0
27489,27489,1654763838,20.47,47.43,13,400,13209,20166,939.611,0.99,1.03,6.79,1.059,0.024,2495,0
20535,20535,1654753866,10.221,47.52,1046,400,12989,19462,938.73,1.93,2.0,13.27,2.069,0.047,20535,1
4996,4996,1654738327,-8.312,49.08,42,400,13243,20177,939.69,2.26,2.35,15.58,2.429,0.055,4996,1
11528,11528,1654744859,12.166,50.52,1059,606,12809,19467,939.069,1.94,2.01,13.33,2.079,0.047,11528,1
16100,16100,1654749431,12.174,47.58,1168,403,12881,19441,938.751,1.91,1.99,13.15,2.051,0.046,16100,1
10756,10756,1654744087,3.646,54.87,950,657,12795,19487,939.079,2.3,2.39,15.8,2.464,0.056,10756,1
18737,18737,1654752068,20.562,47.95,1187,400,12919,19431,938.703,1.52,1.57,10.43,1.627,0.037,18737,1
55684,55684,1654716729,55.4,20.29,37934,805,12605,18667,936.921,1.51,1.57,10.4,1.622,0.037,4542,0
13093,13093,1654746424,20.775,47.89,1073,535,12837,19458,938.921,2.46,2.55,16.9,2.636,0.06,13093,1
51697,51697,1654712742,26.44,46.34,70,400,12833,20697,937.502,2.14,2.22,14.72,2.295,0.052,555,0
3459,3459,1654736790,5.881,56.56,318,400,13117,19899,939.706,1.18,1.22,8.11,1.264,0.029,3459,1
20117,20117,1654753448,15.471,48.3,1164,400,12937,19434,938.737,1.56,1.63,10.77,1.679,0.038,20117,1
22266,22266,1654755597,-16.432,50.45,1316,400,12967,19394,938.707,1.99,2.07,13.7,2.137,0.048,22266,1
59138,59138,1655126560,-3.906,42.87,131,401,12791,20597,937.331,1.8,1.87,12.37,1.928,0.044,2252,0
51127,51127,1654904144,33.72,16.81,0,655,13192,20944,930.91,1.13,1.17,7.74,1.208,0.027,1139,1
54851,54851,1654715896,27.42,38.62,0,400,13447,21307,937.386,2.03,2.11,13.98,2.179,0.049,3709,0
4770,4770,1654738101,-7.166,47.8,22,400,13257,20197,939.647,2.51,2.61,17.31,2.699,0.061,4770,1
17599,17599,1654750930,16.565,47.8,1170,400,12903,19442,938.733,1.85,1.93,12.76,1.991,0.045,17599,1
59431,59431,1655126853,7.152,46.82,137,407,12786,20580,937.334,1.89,1.97,13.02,2.031,0.046,2545,0
7521,7521,1654740852,-4.191,54.02,284,400,13111,19974,939.479,0.55,0.57,3.8,0.592,0.013,7521,1
22317,22317,1654755648,-17.021,54.04,1396,403,12957,19379,938.716,1.78,1.85,12.23,1.908,0.043,22317,1
10585,10585,1654743916,1.887,50.97,921,657,12797,19505,939.086,2.35,2.44,16.14,2.518,0.057,10585,1
18594,18594,1654751925,20.277,53.61,1180,404,12912,19435,938.727,1.61,1.67,11.07,1.727,0.039,18594,1
14010,14010,1654747341,17.674,46.92,1067,486,12855,19462,938.913,2.02,2.1,13.91,2.169,0.049,14010,1
51374,51374,1654712419,29.86,39.18,66,424,12837,20723,937.565,1.89,1.97,13.03,2.032,0.046,232,0
26342,26342,1654762691,14.79,56.06,1,400,13099,19993,939.706,0.62,0.65,4.28,0.668,0.015,1348,0
23158,23158,1654756489,-22.001,54.17,1423,418,12964,19373,938.709,1.93,2.0,13.28,2.07,0.047,23158,1
17954,17954,1654751285,18.079,48.21,1145,400,12906,19441,938.711,1.61,1.67,11.09,1.729,0.039,17954,1
5677,5677,1654739008,-9.183,52.87,53,400,13236,20197,939.708,2.48,2.58,17.08,2.664,0.06,5677,1
26591,26591,1654762940,17.88,52.07,0,400,13149,20043,939.609,0.51,0.53,3.53,0.551,0.012,1597,0
3843,3843,1654737174,1.292,52.68,165,400,13213,20056,939.667,2.23,2.32,15.36,2.394,0.054,3843,1
2551,2551,1654735882,16.969,47.3,60,400,13197,20115,939.642,0.62,0.64,4.26,0.665,0.015,2551,0
16850,16850,1654750181,13.773,53.33,1136,401,12888,19451,938.755,1.69,1.76,11.65,1.816,0.041,16850,1
23219,23219,1654756550,-21.932,54.21,1389,415,12970,19382,938.7,1.94,2.02,13.38,2.087,0.047,23219,1
5798,5798,1654739129,-9.02,53.46,24,400,13260,20229,939.692,2.35,2.44,16.17,2.521,0.057,5798,1
54248,54248,1654715293,28.84,42.38,197,431,12772,20527,937.357,1.66,1.73,11.46,1.787,0.04,3106,0
61644,61644,1655129066,7.686,19.61,0,400,13603,21229,936.82,0.89,0.93,6.14,0.958,0.022,4758,0
22350,22350,1654755681,-17.388,47.54,1335,400,12967,19398,938.731,1.95,2.02,13.39,2.088,0.047,22350,1
58892,58892,1655126314,-5.038,45.17,132,400,12795,20590,937.366,1.89,1.97,13.03,2.032,0.046,2006,0
18216,18216,1654751547,19.115,50.83,1268,424,12900,19420,938.698,1.77,1.83,12.15,1.895,0.043,18216,1
5928,5928,1654739259,-8.767,55.24,100,400,13215,20172,939.629,1.9,1.98,13.11,2.044,0.046,5928,1
1452,1452,1654734783,26.183,53.23,43,400,13090,19973,939.708,0.62,0.64,4.26,0.664,0.015,1452,0
52609,52609,1654713654,28.18,44.04,73,400,12798,20653,937.413,1.8,1.87,12.41,1.935,0.044,1467,0
23441,23441,1654756772,-21.079,52.81,1400,412,12967,19379,938.69,1.83,1.9,12.57,1.961,0.044,23441,1
6955,6955,1654740286,-5.467,56.29,230,400,13135,20035,939.589,0.6,0.62,4.11,0.64,0.014,6955,1
57226,57226,1655124648,26.06,40.0,39,400,12837,20737,937.569,2.07,2.15,14.25,2.223,0.05,340,0
52198,52198,1654713243,28.88,41.42,58,400,12790,20680,937.5,1.89,1.96,12.97,2.023,0.046,1056,0
55866,55866,1654716911,46.28,16.54,17,400,13575,21139,936.826,0.84,0.87,5.8,0.904,0.02,4724,0
55234,55234,1654716279,31.54,56.59,3377,400,13238,19764,936.915,0.54,0.56,3.74,0.583,0.013,4092,0
60513,60513,1655127935,11.997,41.28,0,400,13294,21161,937.437,1.92,1.99,13.21,2.059,0.047,3627,0
7407,7407,1654740738,-4.342,54.57,272,400,13120,19993,939.526,0.51,0.53,3.53,0.551,0.012,7407,1
60343,60343,1655127765,13.055,40.28,0,400,13102,20992,937.432,2.01,2.09,13.85,2.16,0.049,3457,0
21142,21142,1654754473,0.67,47.7,1321,408,12953,19396,938.683,2.34,2.43,16.09,2.509,0.057,21142,1
5531,5531,1654738862,-9.273,50.19,5,400,13275,20254,939.739,2.61,2.72,17.99,2.805,0.063,5531,1
56859,56859,1654717904,46.46,15.91,588,400,13755,20611,936.675,0.67,0.7,4.64,0.723,0.016,5717,0
7734,7734,1654741065,-4.08,52.18,300,400,13108,19970,939.403,0.43,0.45,2.97,0.463,0.01,7734,1
27970,27970,1654764319,19.43,46.2,189,400,13132,19990,939.654,0.94,0.97,6.45,1.005,0.023,2976,0
21715,21715,1654755046,-8.733,53.9,1398,415,12949,19378,938.701,2.41,2.51,16.6,2.589,0.058,21715,1
56746,56746,1654717791,50.62,13.7,1375,400,13679,20326,936.681,0.72,0.75,4.95,0.773,0.017,5604,0
58999,58999,1655126421,-5.218,47.8,129,405,12783,20596,937.351,1.68,1.75,11.58,1.806,0.041,2113,0
61480,61480,1655128902,16.7,19.14,46278,840,12577,18527,936.893,0.95,0.99,6.53,1.018,0.023,4594,0
14524,14524,1654747855,15.139,50.95,1153,462,12864,19442,938.906,1.87,1.94,12.85,2.004,0.045,14524,1
61944,61944,1655129366,-13.149,23.71,60000,14244,11161,16024,936.828,3005.23,3303.38,20228.86,3441.924,248.596,5058,0
20354,20354,1654753685,12.681,48.3,1210,400,12951,19421,938.759,2.04,2.12,14.05,2.191,0.049,20354,1
4247,4247,1654737578,-2.997,52.82,116,400,13225,20101,939.645,2.04,2.12,14.04,2.19,0.049,4247,1
60234,60234,1655127656,14.922,42.39,205,448,12767,20522,937.41,1.73,1.8,11.91,1.858,0.042,3348,0
27013,27013,1654763362,19.37,48.0,42,400,13143,20021,939.63,0.73,0.76,5.01,0.781,0.018,2019,0
22188,22188,1654755519,-15.483,53.54,1406,414,12963,19394,938.708,1.8,1.87,12.38,1.931,0.044,22188,1
60529,60529,1655127951,12.007,38.44,0,400,13342,21188,937.453,1.9,1.98,13.09,2.041,0.046,3643,0
17799,17799,1654751130,17.422,51.93,1109,400,12904,19452,938.709,1.95,2.03,13.42,2.093,0.047,17799,1
1735,1735,1654735066,24.602,48.53,13,400,13137,20030,939.595,0.79,0.82,5.46,0.852,0.019,1735,0
4677,4677,1654738008,-6.568,53.89,62,400,13241,20148,939.683,2.09,2.17,14.39,2.243,0.051,4677,1
20546,20546,1654753877,10.064,46.84,1109,400,12982,19443,938.741,2.2,2.29,15.14,2.361,0.053,20546,1
5259,5259,1654738590,-9.068,52.66,16,400,13255,20214,939.711,2.97,3.09,20.45,3.189,0.072,5259,1
449,449,1654733780,24.979,56.38,18,400,12738,19755,939.839,0.28,0.33,1.8,0.349,0.049,449,0
55574,55574,1654716619,50.55,22.0,13625,565,12725,19089,936.943,0.91,0.94,6.24,0.974,0.022,4432,0
60232,60232,1655127654,14.963,42.45,202,434,12767,20519,937.414,1.71,1.77,11.74,1.83,0.041,3346,0
11308,11308,1654744639,9.758,47.94,984,630,12801,19481,939.087,1.89,1.96,12.98,2.024,0.046,11308,1
